Store,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Year,Month,Week,DayOfWeek,Quarter,IsWeekend,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28
2,2021-09-03,5166,416,1,0,0,0,c,a,5834,2021,9,35,4,3,0,5669.0,6556.0,7536.0,5776.571428571428,6550.321428571428
2,2021-09-04,5447,578,1,1,0,0,c,a,5834,2021,9,35,5,3,1,5552.0,6423.0,7778.0,5704.714285714285,6465.678571428572
2,2021-09-06,5389,616,1,0,0,0,c,a,5834,2021,9,36,0,3,0,4932.0,6784.0,7793.0,5689.714285714285,6382.428571428572
2,2021-09-07,5590,671,1,0,0,0,c,a,5834,2021,9,36,1,3,0,6861.0,5593.0,6344.0,5755.0,6296.571428571428
2,2021-09-08,5694,660,1,0,0,0,c,a,5834,2021,9,36,2,3,0,6057.0,6578.0,6037.0,5573.428571428572,6269.642857142857
2,2021-09-09,5688,643,1,0,0,0,c,a,5834,2021,9,36,3,3,0,5978.0,6366.0,5537.0,5521.571428571428,6257.392857142857
2,2021-09-10,4257,423,1,0,0,0,c,a,5834,2021,9,36,4,3,0,5387.0,7698.0,7097.0,5480.142857142857,6262.785714285715
2,2021-09-11,4724,389,1,0,0,0,c,a,5834,2021,9,36,5,3,1,5166.0,5669.0,7487.0,5318.714285714285,6161.357142857143
2,2021-09-13,5195,590,1,0,0,0,c,a,5834,2021,9,37,0,3,0,5447.0,5552.0,7686.0,5255.571428571428,6062.678571428572
2,2021-09-14,6292,478,1,1,0,0,c,a,5834,2021,9,37,1,3,0,5389.0,4932.0,6976.0,5219.571428571428,5973.714285714285
2,2021-09-15,6435,601,1,1,0,0,c,a,5834,2021,9,37,2,3,0,5590.0,6861.0,5861.0,5348.571428571428,5949.285714285715
2,2021-09-16,5205,486,1,0,0,0,c,a,5834,2021,9,37,3,3,0,5694.0,6057.0,6657.0,5469.285714285715,5969.785714285715
2,2021-09-17,5853,426,1,1,0,0,c,a,5834,2021,9,37,4,3,0,5688.0,5978.0,6681.0,5399.428571428572,5917.928571428572
2,2021-09-18,4482,338,1,0,0,0,c,a,5834,2021,9,37,5,3,1,4257.0,5387.0,7505.0,5423.0,5888.357142857143
2,2021-09-20,5805,723,1,0,0,0,c,a,5834,2021,9,38,0,3,0,4724.0,5166.0,6556.0,5455.142857142857,5780.392857142857
2,2021-09-21,5197,407,1,0,0,0,c,a,5834,2021,9,38,1,3,0,5195.0,5447.0,6423.0,5609.571428571428,5753.571428571428
2,2021-09-22,6223,635,1,1,0,0,c,a,5834,2021,9,38,2,3,0,6292.0,5389.0,6784.0,5609.857142857143,5709.785714285715
2,2021-09-23,5300,640,1,0,0,0,c,a,5834,2021,9,38,3,3,0,6435.0,5590.0,5593.0,5600.0,5689.75
2,2021-09-24,5749,426,1,1,0,0,c,a,5834,2021,9,38,4,3,0,5205.0,5694.0,6578.0,5437.857142857143,5679.285714285715
2,2021-09-25,4463,369,1,0,0,0,c,a,5834,2021,9,38,5,3,1,5853.0,5688.0,6366.0,5515.571428571428,5649.678571428572
2,2021-09-27,4820,566,1,0,0,0,c,a,5834,2021,9,39,0,3,0,4482.0,4257.0,7698.0,5317.0,5581.714285714285
2,2021-09-28,6183,498,1,1,0,0,c,a,5834,2021,9,39,1,3,0,5805.0,4724.0,5669.0,5365.285714285715,5478.928571428572
2,2021-09-29,5510,593,1,0,0,0,c,a,5834,2021,9,39,2,3,0,5197.0,5195.0,5552.0,5419.285714285715,5497.285714285715
2,2021-09-30,5908,690,1,1,0,0,c,a,5834,2021,9,39,3,3,0,6223.0,6292.0,4932.0,5464.0,5495.785714285715
2,2021-10-01,4488,426,1,0,0,0,c,a,5834,2021,10,39,4,4,0,5300.0,6435.0,6861.0,5419.0,5530.642857142857
2,2021-10-02,4548,515,1,0,0,0,c,a,5834,2021,10,39,5,4,1,5749.0,5205.0,6057.0,5303.0,5445.892857142857
2,2021-10-04,5001,616,1,0,0,0,c,a,5834,2021,10,40,0,4,0,4463.0,5853.0,5978.0,5131.428571428572,5392.0
2,2021-10-05,5717,449,1,0,0,0,c,a,5834,2021,10,40,1,4,0,4820.0,4482.0,5387.0,5208.285714285715,5357.107142857143
2,2021-10-06,5701,579,1,0,0,0,c,a,5834,2021,10,40,2,4,0,6183.0,5805.0,5166.0,5336.428571428572,5368.892857142857
2,2021-10-07,5168,371,1,0,0,0,c,a,5834,2021,10,40,3,4,0,5510.0,5197.0,5447.0,5267.571428571428,5388.0
2,2021-10-08,4429,353,1,0,0,0,c,a,5834,2021,10,40,4,4,0,5908.0,6223.0,5389.0,5218.714285714285,5378.035714285715
2,2021-10-09,4346,443,1,0,0,0,c,a,5834,2021,10,40,5,4,1,4488.0,5300.0,5590.0,5007.428571428572,5343.75
2,2021-10-11,4517,382,1,0,0,0,c,a,5834,2021,10,41,0,4,0,4548.0,5749.0,5694.0,4987.142857142857,5299.321428571428
2,2021-10-12,5777,432,1,1,0,0,c,a,5834,2021,10,41,1,4,0,5001.0,4463.0,5688.0,4982.714285714285,5257.285714285715
2,2021-10-13,5737,466,1,1,0,0,c,a,5834,2021,10,41,2,4,0,5717.0,4820.0,4257.0,5093.571428571428,5260.464285714285
2,2021-10-14,4924,415,1,0,0,0,c,a,5834,2021,10,41,3,4,0,5701.0,6183.0,4724.0,5096.428571428572,5313.321428571428
2,2021-10-15,4520,422,1,0,0,0,c,a,5834,2021,10,41,4,4,0,5168.0,5510.0,5195.0,4985.428571428572,5320.464285714285
2,2021-10-16,4291,322,1,0,0,0,c,a,5834,2021,10,41,5,4,1,4429.0,5908.0,6292.0,4892.857142857143,5296.357142857143
2,2021-10-18,5238,572,1,1,0,0,c,a,5834,2021,10,42,0,4,0,4346.0,4488.0,6435.0,4873.142857142857,5224.892857142857
2,2021-10-19,5642,695,1,1,0,0,c,a,5834,2021,10,42,1,4,0,4517.0,4548.0,5205.0,5000.571428571428,5182.142857142857
2,2021-10-20,6458,472,1,1,0,0,c,a,5834,2021,10,42,2,4,0,5777.0,5001.0,5853.0,5161.285714285715,5197.75
2,2021-10-21,6056,658,1,1,0,0,c,a,5834,2021,10,42,3,4,0,5737.0,5717.0,4482.0,5258.571428571428,5219.357142857143
2,2021-10-22,4499,360,1,1,0,0,c,a,5834,2021,10,42,4,4,0,4924.0,5701.0,5805.0,5304.142857142857,5275.571428571428
2,2021-10-23,3960,285,1,0,0,0,c,a,5834,2021,10,42,5,4,1,4520.0,5168.0,5197.0,5243.428571428572,5228.928571428572
2,2021-10-25,4764,525,1,0,0,0,c,a,5834,2021,10,43,0,4,0,4291.0,4429.0,6223.0,5163.428571428572,5184.75
2,2021-10-26,4815,419,1,0,0,0,c,a,5834,2021,10,43,1,4,0,5238.0,4346.0,5300.0,5231.0,5132.642857142857
2,2021-10-27,5955,478,1,1,0,0,c,a,5834,2021,10,43,2,4,0,5642.0,4517.0,5749.0,5170.571428571428,5115.321428571428
2,2021-10-28,4611,377,1,0,0,0,c,a,5834,2021,10,43,3,4,0,6458.0,5777.0,4463.0,5215.285714285715,5122.678571428572
2,2021-10-29,4304,319,1,0,0,0,c,a,5834,2021,10,43,4,4,0,6056.0,5737.0,4820.0,4951.428571428572,5127.964285714285
2,2021-10-30,3990,454,1,1,0,0,c,a,5834,2021,10,43,5,4,1,4499.0,4924.0,6183.0,4701.142857142857,5109.535714285715
2,2021-11-01,4599,348,1,0,0,0,c,a,5834,2021,11,44,0,4,0,3960.0,4520.0,5510.0,4628.428571428572,5031.214285714285
2,2021-11-02,6017,708,1,1,0,0,c,a,5834,2021,11,44,1,4,0,4764.0,4291.0,5908.0,4719.714285714285,4998.678571428572
2,2021-11-03,5446,573,1,0,0,0,c,a,5834,2021,11,44,2,4,0,4815.0,5238.0,4488.0,4898.714285714285,5002.571428571428
2,2021-11-04,5254,386,1,1,0,0,c,a,5834,2021,11,44,3,4,0,5955.0,5642.0,4548.0,4988.857142857143,5036.785714285715
2,2021-11-05,4188,312,1,1,0,0,c,a,5834,2021,11,44,4,4,0,4611.0,6458.0,5001.0,4888.714285714285,5062.0
2,2021-11-06,3488,355,1,0,0,0,c,a,5834,2021,11,44,5,4,1,4304.0,6056.0,5717.0,4828.285714285715,5032.964285714285
2,2021-11-08,4351,402,1,0,0,0,c,a,5834,2021,11,45,0,4,0,3990.0,4499.0,5701.0,4711.714285714285,4953.357142857143
2,2021-11-09,5613,687,1,1,0,0,c,a,5834,2021,11,45,1,4,0,4599.0,3960.0,5168.0,4763.285714285715,4905.142857142857
2,2021-11-10,5527,544,1,1,0,0,c,a,5834,2021,11,45,2,4,0,6017.0,4764.0,4429.0,4908.142857142857,4921.035714285715
2,2021-11-11,5314,540,1,1,0,0,c,a,5834,2021,11,45,3,4,0,5446.0,4815.0,4346.0,4838.142857142857,4960.25
2,2021-11-12,5449,395,1,1,0,0,c,a,5834,2021,11,45,4,4,0,5254.0,5955.0,4517.0,4819.285714285715,4994.821428571428
2,2021-11-13,3914,487,1,0,0,0,c,a,5834,2021,11,45,5,4,1,4188.0,4611.0,5777.0,4847.142857142857,5028.107142857143
2,2021-11-15,4310,501,1,0,0,0,c,a,5834,2021,11,46,0,4,0,3488.0,4304.0,5737.0,4808.0,4961.571428571428
2,2021-11-16,4733,507,1,0,0,0,c,a,5834,2021,11,46,1,4,0,4351.0,3990.0,4924.0,4925.428571428572,4910.607142857143
2,2021-11-17,4752,340,1,0,0,0,c,a,5834,2021,11,46,2,4,0,5613.0,4599.0,4520.0,4980.0,4903.785714285715
2,2021-11-18,5506,667,1,1,0,0,c,a,5834,2021,11,46,3,4,0,5527.0,6017.0,4291.0,4857.0,4912.071428571428
2,2021-11-19,4314,318,1,0,0,0,c,a,5834,2021,11,46,4,4,0,5314.0,5446.0,5238.0,4854.0,4955.464285714285
2,2021-11-20,3791,386,1,0,0,0,c,a,5834,2021,11,46,5,4,1,5449.0,5254.0,5642.0,4711.142857142857,4922.464285714285
2,2021-11-22,4066,290,1,0,0,0,c,a,5834,2021,11,47,0,4,0,3914.0,4188.0,6458.0,4474.285714285715,4856.357142857143
2,2021-11-23,5625,472,1,1,0,0,c,a,5834,2021,11,47,1,4,0,4310.0,3488.0,6056.0,4496.0,4770.928571428572
2,2021-11-24,5626,687,1,1,0,0,c,a,5834,2021,11,47,2,4,0,4733.0,4351.0,4499.0,4683.857142857143,4755.535714285715
2,2021-11-25,4687,399,1,0,0,0,c,a,5834,2021,11,47,3,4,0,4752.0,5613.0,3960.0,4811.428571428572,4795.785714285715
2,2021-11-26,4029,463,1,0,0,0,c,a,5834,2021,11,47,4,4,0,5506.0,5527.0,4764.0,4802.142857142857,4821.75
2,2021-11-27,4514,548,1,1,0,0,c,a,5834,2021,11,47,5,4,1,4314.0,5314.0,4815.0,4591.142857142857,4795.5
2,2021-11-29,3850,319,1,0,0,0,c,a,5834,2021,11,48,0,4,0,3791.0,5449.0,5955.0,4619.714285714285,4784.75
2,2021-11-30,5150,399,1,1,0,0,c,a,5834,2021,11,48,1,4,0,4066.0,3914.0,4611.0,4628.142857142857,4709.571428571428
2,2021-12-01,4537,403,1,0,0,0,c,a,5834,2021,12,48,2,4,0,5625.0,4310.0,4304.0,4783.0,4728.821428571428
2,2021-12-02,5342,520,1,1,0,0,c,a,5834,2021,12,48,3,4,0,5626.0,4733.0,3990.0,4627.571428571428,4737.142857142857
2,2021-12-03,4388,455,1,1,0,0,c,a,5834,2021,12,48,4,4,0,4687.0,4752.0,4599.0,4587.0,4785.428571428572
2,2021-12-04,3586,325,1,0,0,0,c,a,5834,2021,12,48,5,4,1,4029.0,5506.0,6017.0,4544.285714285715,4777.892857142857
2,2021-12-06,4227,346,1,0,0,0,c,a,5834,2021,12,49,0,4,0,4514.0,4314.0,5446.0,4481.0,4691.071428571428
2,2021-12-07,4602,457,1,0,0,0,c,a,5834,2021,12,49,1,4,0,3850.0,3791.0,5254.0,4440.0,4647.535714285715
2,2021-12-08,5373,400,1,1,0,0,c,a,5834,2021,12,49,2,4,0,5150.0,4066.0,4188.0,4547.428571428572,4624.25
2,2021-12-09,5370,613,1,1,0,0,c,a,5834,2021,12,49,3,4,0,4537.0,5625.0,3488.0,4579.285714285715,4666.571428571428
2,2021-12-10,5004,540,1,1,0,0,c,a,5834,2021,12,49,4,4,0,5342.0,5626.0,4351.0,4698.285714285715,4733.785714285715
2,2021-12-11,3579,271,1,0,0,0,c,a,5834,2021,12,49,5,4,1,4388.0,4687.0,5613.0,4650.0,4757.107142857143
2,2021-12-13,4464,383,1,0,0,0,c,a,5834,2021,12,50,0,4,0,3586.0,4029.0,5527.0,4534.428571428572,4684.464285714285
2,2021-12-14,4891,424,1,0,0,0,c,a,5834,2021,12,50,1,4,0,4227.0,4514.0,5314.0,4659.857142857143,4646.5
2,2021-12-15,4833,590,1,0,0,0,c,a,5834,2021,12,50,2,4,0,4602.0,3850.0,5449.0,4754.714285714285,4631.392857142857
2,2021-12-16,4498,486,1,0,0,0,c,a,5834,2021,12,50,3,4,0,5373.0,5150.0,3914.0,4787.714285714285,4609.392857142857
2,2021-12-17,4730,358,1,1,0,0,c,a,5834,2021,12,50,4,4,0,5370.0,4537.0,4310.0,4662.714285714285,4630.25
2,2021-12-18,3798,397,1,0,0,0,c,a,5834,2021,12,50,5,4,1,5004.0,5342.0,4733.0,4571.285714285715,4645.25
2,2021-12-20,4216,526,1,0,0,0,c,a,5834,2021,12,51,0,4,0,3579.0,4388.0,4752.0,4399.0,4611.857142857143
2,2021-12-21,5399,637,1,1,0,0,c,a,5834,2021,12,51,1,4,0,4464.0,3586.0,5506.0,4490.0,4592.714285714285
2,2021-12-22,4665,541,1,0,0,0,c,a,5834,2021,12,51,2,4,0,4891.0,4227.0,4314.0,4623.571428571428,4588.892857142857
2,2021-12-23,4426,329,1,0,0,0,c,a,5834,2021,12,51,3,4,0,4833.0,4602.0,3791.0,4591.285714285715,4601.428571428572
2,2021-12-24,4693,546,1,1,0,0,c,a,5834,2021,12,51,4,4,0,4498.0,5373.0,4066.0,4533.142857142857,4624.107142857143
2,2021-12-27,4364,340,1,0,0,0,c,a,5834,2021,12,52,0,4,0,4730.0,5370.0,5625.0,4561.0,4646.5
2,2021-12-28,4277,407,1,0,0,0,c,a,5834,2021,12,52,1,4,0,3798.0,5004.0,5626.0,4508.714285714285,4601.464285714285
2,2021-12-29,4486,515,1,0,0,0,c,a,5834,2021,12,52,2,4,0,4216.0,3579.0,4687.0,4577.142857142857,4553.285714285715
2,2021-12-30,3782,288,1,0,0,0,c,a,5834,2021,12,52,3,4,0,5399.0,4464.0,4029.0,4615.714285714285,4546.107142857143
2,2021-12-31,4021,396,1,1,0,0,c,a,5834,2021,12,52,4,4,0,4665.0,4891.0,4514.0,4384.714285714285,4537.285714285715
2,2022-01-03,3930,341,1,0,0,0,c,a,5834,2022,1,1,0,1,0,4426.0,4833.0,3850.0,4292.714285714285,4519.678571428572
2,2022-01-04,5669,565,1,1,0,0,c,a,5834,2022,1,1,1,1,0,4693.0,4498.0,5150.0,4221.857142857143,4522.535714285715
2,2022-01-05,4448,392,1,0,0,0,c,a,5834,2022,1,1,2,1,0,4364.0,4730.0,4537.0,4361.285714285715,4541.071428571428
2,2022-01-06,5200,384,1,1,0,0,c,a,5834,2022,1,1,3,1,0,4277.0,3798.0,5342.0,4373.285714285715,4537.892857142857
2,2022-01-07,4739,407,1,1,0,0,c,a,5834,2022,1,1,4,1,0,4486.0,4216.0,4388.0,4505.142857142857,4532.821428571428
2,2022-01-08,3607,285,1,0,0,0,c,a,5834,2022,1,1,5,1,1,3782.0,5399.0,3586.0,4541.285714285715,4545.357142857143
2,2022-01-10,4075,321,1,0,0,0,c,a,5834,2022,1,2,0,1,0,4021.0,4665.0,4227.0,4516.285714285715,4546.107142857143
2,2022-01-11,4103,338,1,0,0,0,c,a,5834,2022,1,2,1,1,0,3930.0,4426.0,4602.0,4524.0,4540.678571428572
2,2022-01-12,5415,555,1,1,0,0,c,a,5834,2022,1,2,2,1,0,5669.0,4693.0,5373.0,4548.714285714285,4522.857142857143
2,2022-01-13,4619,463,1,0,0,0,c,a,5834,2022,1,2,3,1,0,4448.0,4364.0,5370.0,4512.428571428572,4524.357142857143
2,2022-01-14,3480,382,1,0,0,0,c,a,5834,2022,1,2,4,1,0,5200.0,4277.0,5004.0,4536.857142857143,4497.535714285715
2,2022-01-15,3795,448,1,0,0,0,c,a,5834,2022,1,2,5,1,1,4739.0,4486.0,3579.0,4291.142857142857,4443.107142857143
2,2022-01-17,4686,497,1,1,0,0,c,a,5834,2022,1,3,0,1,0,3607.0,3782.0,4464.0,4156.285714285715,4450.821428571428
2,2022-01-18,4832,353,1,0,0,0,c,a,5834,2022,1,3,1,1,0,4075.0,4021.0,4891.0,4310.428571428572,4458.75
2,2022-01-19,5246,456,1,1,0,0,c,a,5834,2022,1,3,2,1,0,4103.0,3930.0,4833.0,4418.571428571428,4456.642857142857
2,2022-01-20,4515,496,1,0,0,0,c,a,5834,2022,1,3,3,1,0,5415.0,5669.0,4498.0,4581.857142857143,4471.392857142857
2,2022-01-21,5001,472,1,1,0,0,c,a,5834,2022,1,3,4,1,0,4619.0,4448.0,4730.0,4453.285714285715,4472.0
2,2022-01-22,3279,295,1,0,0,0,c,a,5834,2022,1,3,5,1,1,3480.0,5200.0,3798.0,4507.857142857143,4481.678571428572
2,2022-01-24,3869,442,1,0,0,0,c,a,5834,2022,1,4,0,1,0,3795.0,4739.0,4216.0,4479.142857142857,4463.142857142857
2,2022-01-25,5040,507,1,0,0,0,c,a,5834,2022,1,4,1,1,0,4686.0,3607.0,5399.0,4489.714285714285,4450.75
2,2022-01-26,4867,555,1,0,0,0,c,a,5834,2022,1,4,2,1,0,4832.0,4075.0,4665.0,4540.285714285715,4437.928571428572
2,2022-01-27,4390,533,1,1,0,0,c,a,5834,2022,1,4,3,1,0,5246.0,4103.0,4426.0,4545.285714285715,4445.142857142857
2,2022-01-28,4653,416,1,1,0,0,c,a,5834,2022,1,4,4,1,0,4515.0,5415.0,4693.0,4423.0,4443.857142857143
2,2022-01-29,3536,271,1,0,0,0,c,a,5834,2022,1,4,5,1,1,5001.0,4619.0,4364.0,4442.714285714285,4442.428571428572
2,2022-01-31,4799,413,1,1,0,0,c,a,5834,2022,1,5,0,1,0,3279.0,3480.0,4277.0,4233.428571428572,4412.857142857143
2,2022-02-01,5568,463,1,1,0,0,c,a,5834,2022,2,5,1,1,0,3869.0,3795.0,4486.0,4450.571428571428,4431.5
2,2022-02-02,4493,338,1,0,0,0,c,a,5834,2022,2,5,2,1,0,5040.0,4686.0,3782.0,4693.285714285715,4470.142857142857
2,2022-02-03,4744,401,1,0,0,0,c,a,5834,2022,2,5,3,1,0,4867.0,4832.0,4021.0,4615.142857142857,4495.535714285715
2,2022-02-04,4402,507,1,1,0,0,c,a,5834,2022,2,5,4,1,0,4390.0,5246.0,3930.0,4597.571428571428,4521.357142857143
2,2022-02-05,3945,284,1,1,0,0,c,a,5834,2022,2,5,5,1,1,4653.0,4515.0,5669.0,4599.285714285715,4538.214285714285
2,2022-02-07,5790,664,1,1,0,0,c,a,5834,2022,2,6,0,1,0,3536.0,5001.0,4448.0,4498.142857142857,4476.642857142857
2,2022-02-08,5723,633,1,1,0,0,c,a,5834,2022,2,6,1,1,0,4799.0,3279.0,5200.0,4820.142857142857,4524.571428571428
2,2022-02-09,5415,490,1,1,0,0,c,a,5834,2022,2,6,2,1,0,5568.0,3869.0,4739.0,4952.142857142857,4543.25
2,2022-02-10,5582,399,1,1,0,0,c,a,5834,2022,2,6,3,1,0,4493.0,5040.0,3607.0,4930.285714285715,4567.392857142857
2,2022-02-11,4683,427,1,1,0,0,c,a,5834,2022,2,6,4,1,0,4744.0,4867.0,4075.0,5085.857142857143,4637.928571428572
2,2022-02-12,4204,368,1,1,0,0,c,a,5834,2022,2,6,5,1,1,4402.0,4390.0,4103.0,5077.142857142857,4659.642857142857
2,2022-02-14,5124,522,1,1,0,0,c,a,5834,2022,2,7,0,1,0,3945.0,4653.0,5415.0,5048.857142857143,4663.25
2,2022-02-15,4553,508,1,0,0,0,c,a,5834,2022,2,7,1,1,0,5790.0,3536.0,4619.0,5217.285714285715,4652.857142857143
2,2022-02-16,5372,666,1,1,0,0,c,a,5834,2022,2,7,2,1,0,5723.0,4799.0,3480.0,5040.571428571428,4650.5
2,2022-02-17,4948,401,1,1,0,0,c,a,5834,2022,2,7,3,1,0,5415.0,5568.0,3795.0,4990.428571428572,4718.071428571428
2,2022-02-18,4357,396,1,0,0,0,c,a,5834,2022,2,7,4,1,0,5582.0,4493.0,4686.0,4923.714285714285,4759.25
2,2022-02-19,3433,424,1,0,0,0,c,a,5834,2022,2,7,5,1,1,4683.0,4744.0,4832.0,4748.714285714285,4747.5
2,2022-02-21,4248,497,1,0,0,0,c,a,5834,2022,2,8,0,1,0,4204.0,4402.0,5246.0,4570.142857142857,4697.535714285715
2,2022-02-22,4896,511,1,0,0,0,c,a,5834,2022,2,8,1,1,0,5124.0,3945.0,4515.0,4576.428571428572,4661.892857142857
2,2022-02-23,6145,453,1,1,0,0,c,a,5834,2022,2,8,2,1,0,4553.0,5790.0,5001.0,4543.857142857143,4675.5
2,2022-02-24,5005,413,1,0,0,0,c,a,5834,2022,2,8,3,1,0,5372.0,5723.0,3279.0,4771.285714285715,4716.357142857143
2,2022-02-25,4895,402,1,1,0,0,c,a,5834,2022,2,8,4,1,0,4948.0,5415.0,3869.0,4718.857142857143,4778.0
2,2022-02-26,3971,348,1,0,0,0,c,a,5834,2022,2,8,5,1,1,4357.0,5582.0,5040.0,4711.285714285715,4814.642857142857
2,2022-02-28,4015,316,1,0,0,0,c,a,5834,2022,2,9,0,1,0,3433.0,4683.0,4867.0,4656.142857142857,4776.464285714285
2,2022-03-01,5341,519,1,0,0,0,c,a,5834,2022,3,9,1,1,0,4248.0,4204.0,4390.0,4739.285714285715,4746.035714285715
2,2022-03-02,4994,551,1,0,0,0,c,a,5834,2022,3,9,2,1,0,4896.0,5124.0,4653.0,4895.428571428572,4780.0
2,2022-03-03,5611,509,1,1,0,0,c,a,5834,2022,3,9,3,1,0,6145.0,4553.0,3536.0,4909.428571428572,4792.178571428572
2,2022-03-04,4154,517,1,0,0,0,c,a,5834,2022,3,9,4,1,0,5005.0,5372.0,4799.0,4833.142857142857,4866.285714285715
2,2022-03-05,4122,460,1,0,0,0,c,a,5834,2022,3,9,5,1,1,4895.0,4948.0,5568.0,4711.571428571428,4843.25
2,2022-03-07,4595,436,1,0,0,0,c,a,5834,2022,3,10,0,1,0,3971.0,4357.0,4493.0,4601.142857142857,4791.607142857143
2,2022-03-08,4762,510,1,0,0,0,c,a,5834,2022,3,10,1,1,0,4015.0,3433.0,4744.0,4690.285714285715,4795.25
2,2022-03-09,6256,568,1,1,0,0,c,a,5834,2022,3,10,2,1,0,5341.0,4248.0,4402.0,4797.0,4795.892857142857
2,2022-03-10,4793,594,1,0,0,0,c,a,5834,2022,3,10,3,1,0,4994.0,4896.0,3945.0,4927.714285714285,4862.107142857143
2,2022-03-11,4303,379,1,0,0,0,c,a,5834,2022,3,10,4,1,0,5611.0,6145.0,5790.0,4899.0,4892.392857142857
2,2022-03-12,4717,542,1,1,0,0,c,a,5834,2022,3,10,5,1,1,4154.0,5005.0,5723.0,4712.142857142857,4839.285714285715
2,2022-03-14,4382,532,1,0,0,0,c,a,5834,2022,3,11,0,1,0,4122.0,4895.0,5415.0,4792.571428571428,4803.357142857143
2,2022-03-15,6033,542,1,1,0,0,c,a,5834,2022,3,11,1,1,0,4595.0,3971.0,5582.0,4829.714285714285,4766.464285714285
2,2022-03-16,5614,521,1,0,0,0,c,a,5834,2022,3,11,2,1,0,4762.0,4015.0,4683.0,5035.142857142857,4782.571428571428
2,2022-03-17,6093,446,1,1,0,0,c,a,5834,2022,3,11,3,1,0,6256.0,5341.0,4204.0,5156.857142857143,4815.821428571428
2,2022-03-18,5322,443,1,1,0,0,c,a,5834,2022,3,11,4,1,0,4793.0,4994.0,5124.0,5133.571428571428,4883.285714285715
2,2022-03-19,4415,379,1,0,0,0,c,a,5834,2022,3,11,5,1,1,4303.0,5611.0,4553.0,5209.142857142857,4890.357142857143
2,2022-03-21,6076,540,1,1,0,0,c,a,5834,2022,3,12,0,1,0,4717.0,4154.0,5372.0,5225.142857142857,4885.428571428572
2,2022-03-22,5958,578,1,1,0,0,c,a,5834,2022,3,12,1,1,0,4382.0,4122.0,4948.0,5419.285714285715,4910.571428571428
2,2022-03-23,5438,614,1,0,0,0,c,a,5834,2022,3,12,2,1,0,6033.0,4595.0,4357.0,5644.428571428572,4946.642857142857
2,2022-03-24,4895,498,1,0,0,0,c,a,5834,2022,3,12,3,1,0,5614.0,4762.0,3433.0,5559.428571428572,4985.25
2,2022-03-25,5540,401,1,1,0,0,c,a,5834,2022,3,12,4,1,0,6093.0,6256.0,4248.0,5456.714285714285,5037.464285714285
2,2022-03-26,5516,451,1,1,0,0,c,a,5834,2022,3,12,5,1,1,5322.0,4793.0,4896.0,5377.714285714285,5083.607142857143
2,2022-03-28,4610,568,1,0,0,0,c,a,5834,2022,3,13,0,1,0,4415.0,4303.0,6145.0,5405.428571428572,5105.75
2,2022-03-29,6298,701,1,1,0,0,c,a,5834,2022,3,13,1,1,0,6076.0,4717.0,5005.0,5433.285714285715,5050.928571428572
2,2022-03-30,6362,577,1,1,0,0,c,a,5834,2022,3,13,2,1,0,5958.0,4382.0,4895.0,5465.0,5097.107142857143
2,2022-03-31,5610,428,1,0,0,0,c,a,5834,2022,3,13,3,1,0,5438.0,6033.0,3971.0,5522.714285714285,5149.5
2,2022-04-01,5157,472,1,1,0,0,c,a,5834,2022,4,13,4,2,0,4895.0,5614.0,4015.0,5547.285714285715,5208.035714285715
2,2022-04-02,5024,548,1,1,0,0,c,a,5834,2022,4,13,5,2,1,5540.0,6093.0,5341.0,5584.714285714285,5248.821428571428
2,2022-04-04,5565,562,1,1,0,0,c,a,5834,2022,4,14,0,2,0,5516.0,5322.0,4994.0,5511.0,5237.5
2,2022-04-05,5869,577,1,0,0,0,c,a,5834,2022,4,14,1,2,0,4610.0,4415.0,5611.0,5518.0,5257.892857142857
2,2022-04-06,5960,564,1,0,0,0,c,a,5834,2022,4,14,2,2,0,6298.0,6076.0,4154.0,5697.857142857143,5267.107142857143
2,2022-04-07,5021,415,1,0,0,0,c,a,5834,2022,4,14,3,2,0,6362.0,5958.0,4122.0,5649.571428571428,5331.607142857143
2,2022-04-08,6076,644,1,1,0,0,c,a,5834,2022,4,14,4,2,0,5610.0,5438.0,4595.0,5458.0,5363.714285714285
2,2022-04-09,5042,478,1,1,0,0,c,a,5834,2022,4,14,5,2,1,5157.0,4895.0,4762.0,5524.571428571428,5416.607142857143
2,2022-04-11,4987,569,1,0,0,0,c,a,5834,2022,4,15,0,2,0,5024.0,5540.0,6256.0,5508.142857142857,5426.607142857143
2,2022-04-12,5757,480,1,0,0,0,c,a,5834,2022,4,15,1,2,0,5565.0,5516.0,4793.0,5502.857142857143,5381.285714285715
2,2022-04-13,5850,486,1,0,0,0,c,a,5834,2022,4,15,2,2,0,5869.0,4610.0,4303.0,5530.285714285715,5415.714285714285
2,2022-04-14,6492,491,1,1,0,0,c,a,5834,2022,4,15,3,2,0,5960.0,6298.0,4717.0,5527.571428571428,5470.964285714285
2,2022-04-16,4846,397,1,0,0,0,c,a,5834,2022,4,15,5,2,1,5021.0,6362.0,4382.0,5603.571428571428,5534.357142857143
2,2022-04-18,5223,488,1,0,0,0,c,a,5834,2022,4,16,0,2,0,6076.0,5610.0,6033.0,5578.571428571428,5550.928571428572
